節,match_id,datetime,stadium,home_team,away_team,home_score,away_score,home_fatigue_score,away_fatigue_score,datetime_weather,stadium_weather,is_rain,is_heavy_rain,is_strong_wind,temperature,wind_speed,last_updated_at,weather_missing,stats_1試合平均シュート数_home,stats_1試合平均枠内シュート数_home,stats_シュート決定率_home,stats_1試合平均得点数_home,stats_1試合平均パス数_home,stats_パス成功率_home,stats_1試合平均ドリブル数_home,stats_ドリブル成功率_home,stats_1試合平均スルーパス数_home,stats_スルーパス成功率_home,stats_1試合平均クロス数_home,stats_1試合平均空中戦勝利数_home,stats_空中戦勝率_home,stats_平均ボール支配率_home,stats_1試合平均チャンスクリエイト数_home,stats_1試合平均1vs1勝利数_home,stats_1試合平均こぼれ球奪取数_home,stats_ゴール期待値_home,stats_1試合平均被シュート数_home,stats_1試合平均被枠内シュート数_home,stats_1試合平均失点数_home,stats_1試合平均クリア数_home,stats_1試合平均タックル数_home,stats_タックル成功率_home,stats_1試合平均ブロック数_home,stats_1試合平均インターセプト数_home,stats_被ゴール期待値_home,stats_1試合平均被ゴール期待値_home,stats_被ゴール期待値 ※PKを除く_home,stats_クリーンシート総数_home,stats_stats_missing_ratio_home,stats_1試合平均シュート数_away,stats_1試合平均枠内シュート数_away,stats_シュート決定率_away,stats_1試合平均得点数_away,stats_1試合平均パス数_away,stats_パス成功率_away,stats_1試合平均ドリブル数_away,stats_ドリブル成功率_away,stats_1試合平均スルーパス数_away,stats_スルーパス成功率_away,stats_1試合平均クロス数_away,stats_1試合平均空中戦勝利数_away,stats_空中戦勝率_away,stats_平均ボール支配率_away,stats_1試合平均チャンスクリエイト数_away,stats_1試合平均1vs1勝利数_away,stats_1試合平均こぼれ球奪取数_away,stats_ゴール期待値_away,stats_1試合平均被シュート数_away,stats_1試合平均被枠内シュート数_away,stats_1試合平均失点数_away,stats_1試合平均クリア数_away,stats_1試合平均タックル数_away,stats_タックル成功率_away,stats_1試合平均ブロック数_away,stats_1試合平均インターセプト数_away,stats_被ゴール期待値_away,stats_1試合平均被ゴール期待値_away,stats_被ゴール期待値 ※PKを除く_away,stats_クリーンシート総数_away,stats_stats_missing_ratio_away,management_manager_name_home,management_recent_injuries_suspensions_count_home,management_weather_influence_score_home,management_motivation_score_home,management_manager_name_away,management_recent_injuries_suspensions_count_away,management_weather_influence_score_away,management_motivation_score_away,rankmot_rank_latest_home,rankmot_points_latest_home,rankmot_rank_change_3w_home,rankmot_points_change_3w_home,rankmot_motivation_score_3w_home,rankmot_rank_change_5w_home,rankmot_points_change_5w_home,rankmot_motivation_score_5w_home,rankmot_season_home,rankmot_fetched_date_home,rankmot_rank_latest_away,rankmot_points_latest_away,rankmot_rank_change_3w_away,rankmot_points_change_3w_away,rankmot_motivation_score_3w_away,rankmot_rank_change_5w_away,rankmot_points_change_5w_away,rankmot_motivation_score_5w_away,rankmot_season_away,rankmot_fetched_date_away,absence_impact_total_home,absence_impact_attack_home,absence_impact_defense_home,absence_players_count_home,absence_impact_total_away,absence_impact_attack_away,absence_impact_defense_away,absence_players_count_away,absence_missing_home,absence_missing_away,absence_effective_total_home,absence_effective_attack_home,absence_effective_defense_home,absence_effective_total_away,absence_effective_attack_away,absence_effective_defense_away,absence_cap_applied_home,absence_cap_applied_away,stats_asof,stats_source_csv,home_elo,away_elo,home_advantage_diff,home_advantage_profile_diff,hfa_applied_elo,elo_diff_for_prob,expected_home_two_way,is_home_advantage_positive,prob_home_win_raw,prob_draw_raw,prob_away_win_raw,prob_home_win,prob_draw,prob_away_win,predicted_result,predicted_highest_prob_result,stats_home_missing,stats_away_missing,management_missing,data_quality_warn
第１３節第１日,j2_2026_04291400_札幌_藤枝,2026-04-29 14:00:00,プレド,札幌,藤枝,,,1.5,11.5,,,False,False,False,,,,True,11.7,3.0,8.6,1.0,565.7,78.0,10.7,40.6,12.0,47.2,17.0,16.0,54.5,55.0,13.0,18.3,39.0,5.0,16.3,3.7,1.7,23.7,20.0,70.0,27.0,1.7,4.8,1.6,4.8,0.0,0.0,12.3,4.0,8.1,1.0,460.3,73.1,16.3,49.0,12.3,43.2,15.3,20.0,51.3,57.8,10.3,22.7,29.3,3.9,9.7,3.0,1.0,19.0,23.3,62.9,20.0,1.0,3.5,1.1,2.7,1.0,0.0,,,,,,,,,7,2,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,5,4,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.017021,0.0,0.021277,1.0,True,False,0.05,0.03,0.02,0.017021,0.0,0.021277,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1499,1444,0.7368,0.7368,18.0,73.5741,0.6043,True,0.6109635688943992,0.18142652271850268,0.20760990838709814,0.6109635688943992,0.18142652271850268,0.20760990838709814,H,H,False,False,True,True
第１３節第１日,j2_2026_04291400_大宮_甲府,2026-04-29 14:00:00,ＮＡＣＫ,大宮,甲府,,,1.5,11.5,,,False,False,False,,,,True,16.7,7.3,22.0,3.7,594.7,78.6,15.7,55.3,16.3,38.8,22.7,15.3,44.7,59.9,16.7,23.7,42.7,6.3,12.0,3.7,1.0,17.3,24.7,60.8,19.0,1.3,3.5,1.1,3.5,1.0,0.0,12.7,4.3,18.4,2.3,396.0,68.2,13.0,35.9,15.0,57.8,14.7,22.3,52.3,48.6,13.7,22.0,40.7,3.5,9.0,2.7,0.7,21.3,27.0,64.2,20.3,2.7,2.5,0.8,1.7,1.0,0.0,,,,,,,,,1,9,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.016667,0.0,0.020833,1.0,True,False,0.05,0.03,0.02,0.016667,0.0,0.020833,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1535,1456,0.4211,0.4211,18.0,96.6111,0.6356,True,0.7263466123258419,0.14856782532310153,0.12508556235105658,0.7263466123258419,0.14856782532310153,0.12508556235105658,H,H,False,False,True,True
第１３節第１日,j2_2026_04291400_富山_新潟,2026-04-29 14:00:00,富山,富山,新潟,,,1.5,11.5,,,False,False,False,,,,True,13.3,6.3,22.5,3.0,549.3,80.0,11.3,47.1,13.7,41.5,14.7,12.7,51.4,55.6,11.0,18.0,37.3,4.6,12.3,5.0,1.7,18.3,19.0,66.7,23.3,0.7,3.9,1.3,3.9,0.0,0.0,9.3,2.3,14.3,1.3,419.0,74.5,10.7,43.8,13.7,39.0,10.3,17.3,46.0,48.0,7.7,15.7,34.3,3.2,15.7,6.3,1.3,25.7,20.0,55.0,25.7,2.7,3.2,1.0,3.2,2.0,0.0,,,,,,,,,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,4,6,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1439,1500,1.0,1.0,18.0,-42.5566,0.4391,True,0.4070147315830446,0.2147879074217178,0.37819736099523765,0.4070147315830446,0.2147879074217178,0.37819736099523765,H,H,False,False,True,True
第１４節第１日,j2_2026_05021400_仙台_秋田,2026-05-02 14:00:00,ユアスタ,仙台,秋田,,,1.5,11.5,,,False,False,False,,,,True,12.3,4.7,18.9,2.3,372.3,73.2,11.3,58.8,10.7,62.5,12.7,13.3,46.0,48.5,13.0,18.7,38.3,3.0,9.0,3.0,0.7,22.0,16.7,72.0,24.0,1.7,2.1,0.7,2.1,1.0,0.0,12.7,2.0,13.2,1.7,273.7,53.2,9.3,35.7,6.7,50.0,13.3,30.7,52.6,42.9,7.3,15.0,37.3,4.5,8.3,3.0,0.7,26.7,21.3,54.7,23.0,1.3,2.0,0.6,2.0,1.0,0.0,,,,,,,,,1,9,0.0,0.0,0.0,3.0,3.0,3.3,2026,20260228,2,9,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1540,1469,0.4211,0.4211,18.0,88.4973,0.6247,True,0.5061642332907773,0.1987888465884395,0.29504692012078326,0.5061642332907773,0.1987888465884395,0.29504692012078326,H,H,False,False,True,True
第１４節第１日,j2_2026_05021400_湘南_栃木Ｃ,2026-05-02 14:00:00,レモンＳ,湘南,栃木Ｃ,,,1.5,11.5,,,False,False,False,,,,True,10.7,4.0,18.8,2.0,513.3,73.1,10.3,41.9,14.3,46.5,17.0,25.3,58.5,59.1,8.7,18.7,41.3,3.1,13.0,2.0,0.7,23.0,24.3,58.9,21.0,1.0,3.8,1.2,3.0,2.0,0.0,10.9,3.6,7.55,0.85,390.65,71.25,12.65,55.05,9.65,42.05,9.6,17.85,48.25,48.95,9.1,14.5,34.75,2.05,12.6,4.25,2.65,21.35,12.75,59.650000000000006,19.75,0.65,3.05,1.15,3.05,0.0,0.0,,,,,,,,,4,6,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,10,0,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1500,1500,0.0,0.0,10.5,10.5,0.5151,False,0.48604739828809296,0.2390195027242656,0.27493309898764146,0.48604739828809296,0.2390195027242656,0.27493309898764146,D,H,False,False,True,True
第１４節第１日,j2_2026_05021400_磐田_いわき,2026-05-02 14:00:00,ヤマハ,磐田,いわき,,,1.5,11.5,,,False,False,False,,,,True,11.0,3.0,6.1,0.7,570.0,77.3,8.3,40.0,10.3,48.4,16.7,23.7,56.8,58.7,8.7,13.3,34.3,2.6,8.0,4.7,1.3,16.0,17.0,58.8,18.7,0.3,2.3,0.7,2.3,1.0,0.0,19.0,4.3,7.0,1.3,382.3,70.9,11.0,51.5,15.0,53.3,18.7,19.0,57.0,48.3,14.7,21.3,41.3,5.2,7.0,1.0,0.3,22.7,21.7,72.3,18.7,1.3,1.8,0.6,1.8,2.0,0.0,,,,,,,,,8,2,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,4,7,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1549,1539,0.3684,0.3684,17.1316,27.9828,0.5402,True,0.32293746886430036,0.2177050953494095,0.4593574357862902,0.32293746886430036,0.2177050953494095,0.4593574357862902,A,A,False,False,True,True
第１４節第１日,j2_2026_05021400_鳥栖_宮崎,2026-05-02 14:00:00,駅スタ,鳥栖,宮崎,,,1.5,11.5,,,False,False,False,,,,True,13.0,5.0,10.3,1.3,553.3,80.5,15.0,37.8,11.3,41.2,14.3,10.0,46.9,58.6,9.0,15.7,35.7,4.6,11.7,4.0,1.7,16.7,14.0,71.4,15.7,0.0,3.8,1.2,3.8,0.0,0.0,9.7,4.7,27.6,2.7,378.0,76.5,8.0,41.7,11.7,42.9,8.3,13.3,47.6,45.3,9.3,16.7,29.3,3.3,10.0,3.3,1.3,29.7,17.3,76.9,19.7,0.7,3.5,1.1,3.5,0.0,0.0,,,,,,,,,6,3,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,2,9,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1521,1500,1.7368,1.7368,18.0,39.4887,0.5566,True,0.5575576795236841,0.20352856041205877,0.23891376006425719,0.5575576795236841,0.20352856041205877,0.23891376006425719,H,H,False,False,True,True
第１５節第１日,j2_2026_05061400_八戸_湘南,2026-05-06 14:00:00,プラスタ,八戸,湘南,,,1.5,11.5,,,False,False,False,,,,True,14.0,2.0,3.6,0.5,334.0,65.7,8.0,43.8,8.5,52.9,15.5,16.5,42.9,40.0,8.5,16.5,36.5,2.4,6.5,2.0,0.5,14.5,21.5,60.5,30.0,2.5,1.3,0.6,1.3,1.0,0.0,10.7,4.0,18.8,2.0,513.3,73.1,10.3,41.9,14.3,46.5,17.0,25.3,58.5,59.1,8.7,18.7,41.3,3.1,13.0,2.0,0.7,23.0,24.3,58.9,21.0,1.0,3.8,1.2,3.0,2.0,0.0,,,,,,,,,6,3,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,4,6,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,0.05,0.03,0.02,0.0,0.0,0.0,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1500,1500,0.0,0.0,10.5,10.5,0.5151,False,0.37632785495243054,0.24199936268773325,0.38167278235983626,0.37632785495243054,0.24199936268773325,0.38167278235983626,D,A,False,False,True,True
第１５節第１日,j2_2026_05061400_栃木Ｃ_横浜FC,2026-05-06 14:00:00,ＣＦＳ,栃木Ｃ,横浜FC,,,1.5,11.5,,,False,False,False,,,,True,10.9,3.6,7.55,0.85,390.65,71.25,12.65,55.05,9.65,42.05,9.6,17.85,48.25,48.95,9.1,14.5,34.75,2.05,12.6,4.25,2.65,21.35,12.75,59.650000000000006,19.75,0.65,3.05,1.15,3.05,0.0,0.0,15.0,5.3,13.3,2.0,450.3,76.7,13.3,57.5,9.3,35.7,16.3,12.3,48.1,57.8,13.0,19.0,30.3,4.4,12.0,4.7,1.3,14.3,16.0,70.8,16.0,1.3,2.9,0.9,2.9,0.0,0.0,,,,,,,,,10,0,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,5,3,0.0,0.0,0.0,3.0,3.0,3.3,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1500,1500,0.0,0.0,10.5,10.5,0.5151,False,0.29129376516209865,0.2312867532349432,0.47741948160295805,0.29129376516209865,0.2312867532349432,0.47741948160295805,D,A,False,False,True,True
第１５節第１日,j2_2026_05061400_大宮_いわき,2026-05-06 14:00:00,ＮＡＣＫ,大宮,いわき,,,1.5,11.5,,,False,False,False,,,,True,16.7,7.3,22.0,3.7,594.7,78.6,15.7,55.3,16.3,38.8,22.7,15.3,44.7,59.9,16.7,23.7,42.7,6.3,12.0,3.7,1.0,17.3,24.7,60.8,19.0,1.3,3.5,1.1,3.5,1.0,0.0,19.0,4.3,7.0,1.3,382.3,70.9,11.0,51.5,15.0,53.3,18.7,19.0,57.0,48.3,14.7,21.3,41.3,5.2,7.0,1.0,0.3,22.7,21.7,72.3,18.7,1.3,1.8,0.6,1.8,2.0,0.0,,,,,,,,,1,9,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,4,7,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1535,1539,0.2105,0.2105,14.2895,10.7966,0.5155,True,0.4831321802955943,0.20654419840135724,0.3103236213030485,0.4831321802955943,0.20654419840135724,0.3103236213030485,H,H,False,False,True,True
第１５節第１日,j2_2026_05061400_甲府_磐田,2026-05-06 14:00:00,ＪＩＴス,甲府,磐田,,,1.5,11.5,,,False,False,False,,,,True,12.7,4.3,18.4,2.3,396.0,68.2,13.0,35.9,15.0,57.8,14.7,22.3,52.3,48.6,13.7,22.0,40.7,3.5,9.0,2.7,0.7,21.3,27.0,64.2,20.3,2.7,2.5,0.8,1.7,1.0,0.0,11.0,3.0,6.1,0.7,570.0,77.3,8.3,40.0,10.3,48.4,16.7,23.7,56.8,58.7,8.7,13.3,34.3,2.6,8.0,4.7,1.3,16.0,17.0,58.8,18.7,0.3,2.3,0.7,2.3,1.0,0.0,,,,,,,,,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,8,2,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.016667,0.0,0.020833,1.0,0.0,0.0,0.0,1.0,False,False,0.016667,0.0,0.020833,0.0,0.0,0.0,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1456,1549,-0.4737,-0.4737,1.9737,-90.9815,0.372,False,0.2843039543856824,0.20578939682860553,0.5099066487857121,0.2843039543856824,0.20578939682860553,0.5099066487857121,A,A,False,False,True,True
第１５節第１日,j2_2026_05061400_新潟_徳島,2026-05-06 14:00:00,デンカＳ,新潟,徳島,,,1.5,11.5,,,False,False,False,,,,True,9.3,2.3,14.3,1.3,419.0,74.5,10.7,43.8,13.7,39.0,10.3,17.3,46.0,48.0,7.7,15.7,34.3,3.2,15.7,6.3,1.3,25.7,20.0,55.0,25.7,2.7,3.2,1.0,3.2,2.0,0.0,12.0,7.0,30.6,3.7,432.7,78.5,11.3,55.9,14.0,42.9,10.0,12.0,52.9,45.0,10.0,18.7,32.0,3.7,12.0,3.7,1.0,16.3,20.0,61.7,19.7,2.7,2.8,0.9,2.8,2.0,0.0,,,,,,,,,4,6,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1500,1559,-1.7368,-1.7368,-3.9,-63.3426,0.4098,False,0.2648610148537334,0.20569018145419576,0.5294488036920708,0.2648610148537334,0.20569018145419576,0.5294488036920708,A,A,False,False,True,True
第１６節第１日,j2_2026_05091400_札幌_大宮,2026-05-09 14:00:00,プレド,札幌,大宮,,,1.5,11.5,,,False,False,False,,,,True,11.7,3.0,8.6,1.0,565.7,78.0,10.7,40.6,12.0,47.2,17.0,16.0,54.5,55.0,13.0,18.3,39.0,5.0,16.3,3.7,1.7,23.7,20.0,70.0,27.0,1.7,4.8,1.6,4.8,0.0,0.0,16.7,7.3,22.0,3.7,594.7,78.6,15.7,55.3,16.3,38.8,22.7,15.3,44.7,59.9,16.7,23.7,42.7,6.3,12.0,3.7,1.0,17.3,24.7,60.8,19.0,1.3,3.5,1.1,3.5,1.0,0.0,,,,,,,,,7,2,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,1,9,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1499,1535,-0.1053,-0.1053,8.6053,-27.0104,0.4612,False,0.3077810558189961,0.20029352792312702,0.49192541625787695,0.3077810558189961,0.20029352792312702,0.49192541625787695,A,A,False,False,True,True
第１６節第１日,j2_2026_05091400_いわき_甲府,2026-05-09 14:00:00,ハワスタ,いわき,甲府,,,1.5,11.5,,,False,False,False,,,,True,19.0,4.3,7.0,1.3,382.3,70.9,11.0,51.5,15.0,53.3,18.7,19.0,57.0,48.3,14.7,21.3,41.3,5.2,7.0,1.0,0.3,22.7,21.7,72.3,18.7,1.3,1.8,0.6,1.8,2.0,0.0,12.7,4.3,18.4,2.3,396.0,68.2,13.0,35.9,15.0,57.8,14.7,22.3,52.3,48.6,13.7,22.0,40.7,3.5,9.0,2.7,0.7,21.3,27.0,64.2,20.3,2.7,2.5,0.8,1.7,1.0,0.0,,,,,,,,,4,7,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.016667,0.0,0.020833,1.0,True,False,0.05,0.03,0.02,0.016667,0.0,0.020833,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1539,1456,0.2105,0.2105,14.2895,96.3935,0.6353,True,0.6843135461187692,0.1628025376113189,0.1528839162699119,0.6843135461187692,0.1628025376113189,0.1528839162699119,H,H,False,False,True,True
第１６節第２日,j2_2026_05101400_八戸_仙台,2026-05-10 14:00:00,プラスタ,八戸,仙台,,,1.5,11.5,,,False,False,False,,,,True,14.0,2.0,3.6,0.5,334.0,65.7,8.0,43.8,8.5,52.9,15.5,16.5,42.9,40.0,8.5,16.5,36.5,2.4,6.5,2.0,0.5,14.5,21.5,60.5,30.0,2.5,1.3,0.6,1.3,1.0,0.0,12.3,4.7,18.9,2.3,372.3,73.2,11.3,58.8,10.7,62.5,12.7,13.3,46.0,48.5,13.0,18.7,38.3,3.0,9.0,3.0,0.7,22.0,16.7,72.0,24.0,1.7,2.1,0.7,2.1,1.0,0.0,,,,,,,,,6,3,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,1,9,0.0,0.0,0.0,3.0,3.0,3.3,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1500,1540,-1.6842,-1.6842,-3.9,-43.6124,0.4376,False,0.281943025599775,0.22489993527645735,0.49315703912376757,0.281943025599775,0.22489993527645735,0.49315703912376757,A,A,False,False,True,True
第１６節第２日,j2_2026_05101400_湘南_横浜FC,2026-05-10 14:00:00,レモンＳ,湘南,横浜FC,,,1.5,11.5,,,False,False,False,,,,True,10.7,4.0,18.8,2.0,513.3,73.1,10.3,41.9,14.3,46.5,17.0,25.3,58.5,59.1,8.7,18.7,41.3,3.1,13.0,2.0,0.7,23.0,24.3,58.9,21.0,1.0,3.8,1.2,3.0,2.0,0.0,15.0,5.3,13.3,2.0,450.3,76.7,13.3,57.5,9.3,35.7,16.3,12.3,48.1,57.8,13.0,19.0,30.3,4.4,12.0,4.7,1.3,14.3,16.0,70.8,16.0,1.3,2.9,0.9,2.9,0.0,0.0,,,,,,,,,4,6,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,5,3,0.0,0.0,0.0,3.0,3.0,3.3,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1500,1500,0.0,0.0,10.5,10.5,0.5151,False,0.3528135285067474,0.2284492582601545,0.4187372132330981,0.3528135285067474,0.2284492582601545,0.4187372132330981,D,A,False,False,True,True
第１６節第２日,j2_2026_05101400_大分_鳥栖,2026-05-10 14:00:00,クラド,大分,鳥栖,,,1.5,11.5,,,False,False,False,,,,True,13.7,5.0,14.6,2.0,568.3,81.1,10.3,61.3,18.3,52.7,20.3,20.0,58.3,54.3,11.7,19.7,38.3,5.1,8.7,1.3,0.0,26.7,20.0,66.7,16.3,2.7,2.5,0.8,1.7,3.0,0.0,13.0,5.0,10.3,1.3,553.3,80.5,15.0,37.8,11.3,41.2,14.3,10.0,46.9,58.6,9.0,15.7,35.7,4.6,11.7,4.0,1.7,16.7,14.0,71.4,15.7,0.0,3.8,1.2,3.8,0.0,0.0,,,,,,,,,1,9,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,6,3,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1433,1521,-0.1053,-0.1053,8.6053,-79.3961,0.3877,False,0.30587809682014566,0.19034280129530587,0.5037791018845486,0.30587809682014566,0.19034280129530587,0.5037791018845486,A,A,False,False,True,True
第１７節第１日,j2_2026_05161400_栃木Ｃ_山形,2026-05-16 14:00:00,ＣＦＳ,栃木Ｃ,山形,,,1.5,11.5,,,False,False,False,,,,True,10.9,3.6,7.55,0.85,390.65,71.25,12.65,55.05,9.65,42.05,9.6,17.85,48.25,48.95,9.1,14.5,34.75,2.05,12.6,4.25,2.65,21.35,12.75,59.650000000000006,19.75,0.65,3.05,1.15,3.05,0.0,0.0,10.0,4.0,16.7,1.7,381.7,73.5,7.0,42.9,12.3,51.4,12.0,15.3,49.5,44.5,7.7,14.7,33.7,3.0,19.3,5.3,1.0,28.3,17.3,67.3,23.3,1.7,6.2,2.0,6.2,0.0,0.0,,,,,,,,,10,0,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,3,8,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1500,1519,-1.3158,-1.3158,-3.9,-22.7804,0.4673,False,0.29707802208200096,0.23714265536852344,0.46577932254947574,0.29707802208200096,0.23714265536852344,0.46577932254947574,D,A,False,False,True,True
第１７節第１日,j2_2026_05161400_湘南_仙台,2026-05-16 14:00:00,レモンＳ,湘南,仙台,,,1.5,11.5,,,False,False,False,,,,True,10.7,4.0,18.8,2.0,513.3,73.1,10.3,41.9,14.3,46.5,17.0,25.3,58.5,59.1,8.7,18.7,41.3,3.1,13.0,2.0,0.7,23.0,24.3,58.9,21.0,1.0,3.8,1.2,3.0,2.0,0.0,12.3,4.7,18.9,2.3,372.3,73.2,11.3,58.8,10.7,62.5,12.7,13.3,46.0,48.5,13.0,18.7,38.3,3.0,9.0,3.0,0.7,22.0,16.7,72.0,24.0,1.7,2.1,0.7,2.1,1.0,0.0,,,,,,,,,4,6,0.0,0.0,0.0,-1.0,0.0,-1.0,2026,20260228,1,9,0.0,0.0,0.0,3.0,3.0,3.3,2026,20260228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.05,0.03,0.02,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1500,1540,-1.6842,-1.6842,-3.9,-43.6124,0.4376,False,0.3256790946950129,0.22335944550759657,0.45096145979739055,0.3256790946950129,0.22335944550759657,0.45096145979739055,A,A,False,False,True,True
第１７節第１日,j2_2026_05161430_磐田_藤枝,2026-05-16 14:30:00,ヤマハ,磐田,藤枝,,,1.5,11.5,,,False,False,False,,,,True,11.0,3.0,6.1,0.7,570.0,77.3,8.3,40.0,10.3,48.4,16.7,23.7,56.8,58.7,8.7,13.3,34.3,2.6,8.0,4.7,1.3,16.0,17.0,58.8,18.7,0.3,2.3,0.7,2.3,1.0,0.0,12.3,4.0,8.1,1.0,460.3,73.1,16.3,49.0,12.3,43.2,15.3,20.0,51.3,57.8,10.3,22.7,29.3,3.9,9.7,3.0,1.0,19.0,23.3,62.9,20.0,1.0,3.5,1.1,2.7,1.0,0.0,,,,,,,,,8,2,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,5,4,0.0,0.0,0.0,0.0,0.0,0.0,2026,20260228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,0.0,0.0,0.0,0.05,0.03,0.02,False,False,2026-02-28,team_master_stats_j2_2026_asof_20260228.csv,1549,1444,1.0526,1.0526,18.0,123.5338,0.6706,True,0.5966708913059396,0.18607827347581196,0.21725083521824837,0.5966708913059396,0.18607827347581196,0.21725083521824837,H,H,False,False,True,True
